0,0,0
386,97.5,1
242,98.1667,2
405,98.1667,3
422,98.8333,4
275,99,5
72,99.5,6
360,99.8333,7
66,100.6667,8
117,101,9
454,101,10
347,102.1667,11
35,103.1667,12
168,103.3333,13
536,103.5,14
138,104.1667,15
175,104.1667,16
339,104.1667,17
514,104.6667,18
488,105,19
249,105.1667,20
183,105.3333,21
455,105.3333,22
261,105.6667,23
217,106.1667,24
512,106.8333,25
448,107.8333,26
399,108.1667,27
265,108.5,28
480,108.5,29
102,108.6667,30
153,109.1667,31
186,109.1667,32
370,109.6667,33
409,109.8333,34
332,110.8333,35
22,111.3333,36
87,111.3333,37
24,111.8333,38
25,112,39
14,112.1667,40
358,112.1667,41
271,112.3333,42
312,112.3333,43
227,112.8333,44
532,113.1667,45
202,113.3333,46
433,113.5,47
89,114,48
463,114,49
471,114,50
18,114.1667,51
259,114.3333,52
543,114.3333,53
37,114.6667,54
241,114.6667,55
294,114.6667,56
57,114.8333,57
349,114.8333,58
81,115,59
140,115,60
135,115.1667,61
176,115.1667,62
311,115.3333,63
323,115.5,64
418,115.6667,65
236,116,66
524,116,67
83,116.1667,68
248,116.1667,69
279,116.5,70
145,116.6667,71
180,116.6667,72
208,116.8333,73
354,117,74
511,117,75
28,117.1667,76
181,117.1667,77
374,117.1667,78
381,117.6667,79
29,117.8333,80
291,118.1667,81
393,118.1667,82
82,118.3333,83
400,118.3333,84
144,118.5,85
318,118.5,86
335,118.5,87
528,118.5,88
359,118.6667,89
539,118.6667,90
40,118.8333,91
365,118.8333,92
121,119,93
304,119,94
313,119.1667,95
79,119.5,96
111,119.6667,97
367,119.6667,98
285,119.8333,99
281,120,100
288,120,101
415,120,102
437,120,103
191,120.1667,104
205,120.1667,105
232,120.1667,106
472,120.1667,107
527,120.3333,108
308,120.6667,109
469,120.6667,110
13,120.8333,111
230,120.8333,112
429,120.8333,113
77,121,114
167,121,115
535,121.1667,116
98,121.6667,117
100,121.6667,118
300,121.8333,119
355,122.1667,120
494,122.1667,121
503,122.1667,122
256,122.3333,123
394,122.3333,124
516,122.3333,125
353,122.5,126
107,122.6667,127
211,122.8333,128
518,122.8333,129
278,123,130
419,123.3333,131
6,123.5,132
229,123.5,133
209,123.6667,134
531,123.8333,135
32,124,136
38,124,137
74,124,138
195,124,139
23,124.1667,140
398,124.1667,141
440,124.1667,142
16,124.3333,143
45,124.5,144
517,124.5,145
395,125,146
204,125.1667,147
97,125.3333,148
324,125.5,149
439,125.5,150
47,125.6667,151
247,125.6667,152
54,125.8333,153
137,125.8333,154
495,125.8333,155
244,126,156
316,126.1667,157
297,126.3333,158
301,126.6667,159
426,126.6667,160
50,126.8333,161
299,126.8333,162
17,127,163
93,127,164
257,127,165
384,127.1667,166
116,127.3333,167
178,127.3333,168
215,127.3333,169
340,127.5,170
520,127.5,171
10,127.6667,172
371,127.6667,173
86,127.8333,174
146,127.8333,175
276,128,176
233,128.1667,177
58,128.3333,178
170,128.3333,179
206,128.3333,180
305,128.3333,181
379,128.3333,182
49,128.5,183
222,128.5,184
464,128.8333,185
289,129,186
19,129.1667,187
325,129.3333,188
341,129.3333,189
64,129.6667,190
298,129.6667,191
487,129.6667,192
20,129.8333,193
546,130.3333,194
306,130.5,195
70,130.6667,196
115,130.6667,197
476,130.6667,198
8,131,199
154,131,200
165,131,201
200,131.3333,202
295,131.5,203
333,131.5,204
343,131.5,205
157,131.6667,206
251,131.6667,207
404,131.6667,208
482,131.8333,209
55,132,210
459,132,211
508,132.6667,212
322,133,213
544,133.1667,214
228,133.8333,215
263,133.8333,216
114,134,217
338,134,218
457,134,219
475,134.5,220
92,134.6667,221
428,134.6667,222
110,134.8333,223
220,134.8333,224
68,135,225
491,135,226
368,135.1667,227
504,135.1667,228
540,135.1667,229
373,135.5,230
456,135.6667,231
329,135.8333,232
507,135.8333,233
21,136,234
171,136,235
450,136,236
129,136.3333,237
262,136.3333,238
431,136.3333,239
33,136.5,240
427,136.6667,241
197,137,242
293,137.5,243
380,137.5,244
451,137.5,245
162,137.6667,246
210,137.6667,247
43,137.8333,248
351,137.8333,249
337,138.1667,250
253,138.3333,251
108,138.5,252
410,138.6667,253
432,138.6667,254
158,139.1667,255
65,139.3333,256
75,139.3333,257
112,139.6667,258
39,139.8333,259
327,139.8333,260
48,140,261
392,140,262
525,140,263
125,140.3333,264
407,140.3333,265
460,140.3333,266
485,140.5,267
523,140.6667,268
59,141,269
126,141,270
348,141,271
537,141,272
27,141.1667,273
309,141.1667,274
172,141.3333,275
526,141.3333,276
396,141.5,277
414,141.5,278
26,141.6667,279
61,141.6667,280
302,141.6667,281
352,141.6667,282
478,141.6667,283
492,141.6667,284
189,141.8333,285
442,142,286
501,142.5,287
388,142.6667,288
533,142.6667,289
155,142.8333,290
497,142.8333,291
12,143,292
266,143,293
444,143,294
378,143.1667,295
484,143.1667,296
101,143.3333,297
420,143.3333,298
509,143.3333,299
149,143.6667,300
254,143.6667,301
364,143.6667,302
470,143.6667,303
369,143.8333,304
481,143.8333,305
174,144,306
438,144,307
446,144,308
447,144,309
123,144.1667,310
282,144.1667,311
315,144.1667,312
390,144.1667,313
245,144.3333,314
356,144.3333,315
366,144.3333,316
530,144.3333,317
382,144.5,318
317,144.6667,319
120,144.8333,320
84,145,321
103,145,322
141,145,323
363,145,324
11,145.1667,325
286,145.1667,326
350,145.1667,327
529,145.3333,328
143,145.5,329
156,145.5,330
334,145.5,331
408,145.8333,332
496,145.8333,333
270,146,334
412,146,335
499,146,336
510,146,337
152,146.1667,338
385,146.1667,339
62,146.3333,340
147,146.3333,341
148,146.3333,342
163,146.3333,343
196,146.3333,344
287,146.3333,345
344,146.5,346
80,146.6667,347
182,146.6667,348
198,146.6667,349
237,146.6667,350
267,146.6667,351
362,146.6667,352
225,146.8333,353
320,147,354
406,147,355
2,147.1667,356
187,147.1667,357
252,147.1667,358
375,147.1667,359
423,147.1667,360
104,147.3333,361
122,147.3333,362
435,147.3333,363
486,147.3333,364
542,147.3333,365
106,147.5,366
238,147.5,367
389,147.5,368
479,147.5,369
193,147.6667,370
260,147.6667,371
506,147.6667,372
91,147.8333,373
502,148,374
436,148.1667,375
547,148.1667,376
71,148.3333,377
94,148.3333,378
383,148.3333,379
113,148.5,380
190,148.5,381
513,148.5,382
515,148.5,383
34,148.6667,384
118,148.6667,385
139,148.8333,386
169,148.8333,387
330,148.8333,388
411,148.8333,389
5,149,390
9,149.1667,391
166,149.1667,392
184,149.1667,393
268,149.1667,394
538,149.1667,395
280,149.3333,396
290,149.3333,397
128,149.5,398
216,149.6667,399
490,149.6667,400
493,149.6667,401
150,149.8333,402
226,150,403
133,150.1667,404
500,150.1667,405
246,150.3333,406
269,150.3333,407
56,150.5,408
151,150.5,409
203,150.5,410
424,150.5,411
69,150.6667,412
76,150.6667,413
328,150.6667,414
387,150.6667,415
105,150.8333,416
136,150.8333,417
194,150.8333,418
331,150.8333,419
134,151,420
36,151.1667,421
44,151.3333,422
96,151.3333,423
310,151.3333,424
401,151.3333,425
31,151.5,426
88,151.5,427
130,151.5,428
161,151.5,429
224,151.5,430
417,151.5,431
452,151.5,432
46,151.6667,433
465,151.6667,434
441,151.8333,435
52,152,436
95,152,437
336,152,438
397,152,439
1,152.1667,440
73,152.3333,441
160,152.3333,442
498,152.3333,443
3,152.5,444
63,152.5,445
296,152.5,446
545,152.5,447
85,152.6667,448
218,152.6667,449
4,152.8333,450
159,152.8333,451
273,152.8333,452
391,152.8333,453
221,153,454
326,153,455
372,153,456
376,153,457
453,153,458
541,153,459
223,153.1667,460
292,153.1667,461
345,153.1667,462
357,153.1667,463
377,153.1667,464
477,153.1667,465
243,153.5,466
402,153.5,467
283,153.6667,468
15,153.8333,469
192,153.8333,470
272,153.8333,471
314,153.8333,472
468,153.8333,473
505,153.8333,474
250,154,475
430,154,476
173,154.1667,477
239,154.1667,478
274,154.1667,479
199,154.3333,480
213,154.3333,481
119,154.6667,482
413,154.6667,483
7,154.8333,484
521,154.8333,485
307,155,486
449,155.1667,487
51,155.3333,488
127,155.5,489
346,155.5,490
421,155.5,491
483,155.6667,492
489,155.6667,493
185,155.8333,494
212,156,495
425,156,496
445,156,497
109,156.1667,498
264,156.1667,499
90,156.3333,500
131,156.5,501
188,156.5,502
474,156.5,503
78,156.6667,504
42,156.8333,505
124,156.8333,506
179,156.8333,507
473,156.8333,508
467,157,509
67,157.6667,510
164,157.6667,511
258,157.6667,512
458,157.6667,513
342,157.8333,514
255,158,515
30,159,516
41,159,517
416,159,518
461,159.1667,519
403,159.3333,520
466,159.3333,521
522,159.5,522
214,160.1667,523
235,160.1667,524
99,160.3333,525
219,160.3333,526
319,160.3333,527
234,160.6667,528
231,161,529
53,161.3333,530
201,161.3333,531
60,161.5,532
303,161.8333,533
277,162,534
321,162,535
434,162.6667,536
443,162.6667,537
519,162.6667,538
142,162.8333,539
207,163.5,540
132,163.6667,541
177,164.6667,542
284,165.1667,543
361,165.1667,544
534,168.5,545
462,169.8333,546
240,170.1667,547
